datahora,favor,contra
2016-09-04 06:11:49,118062,11339
2016-09-04 06:12:21,118067,11339
2016-09-04 06:12:52,118070,11339
2016-09-04 06:13:24,118070,11339
2016-09-04 06:13:55,118075,11340
2016-09-04 06:14:26,118081,11340
2016-09-04 06:14:58,118082,11340
2016-09-04 06:15:29,118092,11340
2016-09-04 06:16:00,118092,11340
2016-09-04 06:16:31,118096,11340
2016-09-04 06:17:03,118097,11340
2016-09-04 06:17:34,118102,11340
2016-09-04 06:18:05,118106,11340
2016-09-04 06:18:37,118113,11340
2016-09-04 06:19:08,118121,11340
2016-09-04 06:19:40,118122,11340
2016-09-04 06:20:11,118123,11341
2016-09-04 06:20:43,118130,11341
2016-09-04 06:21:14,118134,11341
2016-09-04 06:21:46,118138,11341
2016-09-04 06:22:17,118142,11341
2016-09-04 06:22:48,118145,11341
2016-09-04 06:23:20,118146,11341
2016-09-04 06:23:52,118150,11341
2016-09-04 06:24:24,118156,11341
2016-09-04 06:25:45,118165,11342
2016-09-04 06:26:16,118167,11342
2016-09-04 06:26:48,118171,11342
2016-09-04 06:27:19,118174,11342
2016-09-04 06:27:50,118179,11342
2016-09-04 06:28:22,118186,11342
2016-09-04 06:28:53,118194,11343
2016-09-04 06:29:25,118199,11343
2016-09-04 06:29:56,118208,11343
2016-09-04 06:30:28,118209,11344
2016-09-04 06:30:59,118215,11344
2016-09-04 06:31:30,118222,11344
2016-09-04 06:32:02,118227,11344
2016-09-04 06:32:34,118235,11344
2016-09-04 06:33:06,118241,11344
2016-09-04 06:33:38,118250,11344
2016-09-04 06:34:09,118257,11344
2016-09-04 06:34:41,118265,11345
2016-09-04 06:35:13,118269,11346
2016-09-04 06:35:44,118277,11346
2016-09-04 06:36:15,118282,11346
2016-09-04 06:36:47,118286,11347
2016-09-04 06:37:18,118292,11349
2016-09-04 06:37:49,118296,11349
2016-09-04 06:38:21,118302,11349
2016-09-04 06:38:52,118308,11349
2016-09-04 06:39:23,118310,11349
2016-09-04 06:39:55,118317,11349
2016-09-04 06:40:26,118325,11349
2016-09-04 06:40:57,118334,11350
2016-09-04 06:41:29,118340,11351
2016-09-04 06:42:00,118346,11351
2016-09-04 06:42:32,118351,11351
2016-09-04 06:43:03,118355,11351
2016-09-04 06:43:34,118364,11352
2016-09-04 06:44:06,118373,11352
2016-09-04 06:44:37,118381,11353
2016-09-04 06:45:09,118388,11353
2016-09-04 06:46:30,118404,11353
2016-09-04 06:47:02,118411,11354
2016-09-04 06:47:33,118419,11354
2016-09-04 06:48:05,118430,11354
2016-09-04 06:48:37,118436,11354
2016-09-04 06:49:08,118447,11354
2016-09-04 06:49:39,118449,11354
2016-09-04 06:50:11,118454,11354
2016-09-04 06:50:43,118462,11354
2016-09-04 06:51:15,118467,11354
2016-09-04 06:51:46,118471,11354
2016-09-04 06:52:18,118476,11354
2016-09-04 06:52:49,118481,11354
2016-09-04 06:53:21,118483,11354
2016-09-04 06:53:54,118492,11355
2016-09-04 06:54:25,118499,11356
2016-09-04 06:54:56,118503,11356
2016-09-04 06:55:28,118515,11356
2016-09-04 06:55:59,118521,11356
2016-09-04 06:56:30,118528,11356
2016-09-04 06:57:03,118533,11356
2016-09-04 06:57:34,118538,11357
2016-09-04 06:58:06,118543,11357
2016-09-04 06:58:37,118550,11357
2016-09-04 06:59:09,118556,11357
2016-09-04 06:59:40,118566,11357
2016-09-04 07:00:11,118572,11357
2016-09-04 07:00:43,118579,11357
2016-09-04 07:01:14,118586,11357
2016-09-04 07:01:46,118592,11358
2016-09-04 07:02:17,118601,11358
2016-09-04 07:02:48,118610,11359
2016-09-04 07:03:20,118616,11359
2016-09-04 07:03:51,118622,11360
2016-09-04 07:04:22,118635,11360
2016-09-04 07:04:54,118641,11360
2016-09-04 07:05:26,118647,11360
2016-09-04 07:06:57,118667,11361
2016-09-04 07:07:29,118676,11362
2016-09-04 07:08:00,118681,11362
2016-09-04 07:08:31,118689,11363
2016-09-04 07:09:03,118693,11363
2016-09-04 07:09:34,118700,11364
2016-09-04 07:10:06,118706,11364
2016-09-04 07:10:37,118719,11365
2016-09-04 07:11:09,118724,11365
2016-09-04 07:11:41,118735,11365
2016-09-04 07:12:12,118741,11366
2016-09-04 07:12:44,118750,11366
2016-09-04 07:13:15,118758,11366
2016-09-04 07:13:46,118763,11366
2016-09-04 07:14:18,118771,11366
2016-09-04 07:14:49,118777,11366
2016-09-04 07:15:20,118790,11366
2016-09-04 07:15:52,118802,11366
2016-09-04 07:16:24,118812,11366
2016-09-04 07:16:55,118822,11366
2016-09-04 07:17:26,118832,11366
2016-09-04 07:17:58,118838,11366
2016-09-04 07:18:29,118852,11366
2016-09-04 07:19:00,118856,11366
2016-09-04 07:19:32,118868,11366
2016-09-04 07:20:04,118878,11366
2016-09-04 07:20:36,118888,11366
2016-09-04 07:21:07,118900,11366
2016-09-04 07:21:39,118907,11366
2016-09-04 07:22:10,118918,11367
2016-09-04 07:22:41,118923,11367
2016-09-04 07:23:13,118929,11367
2016-09-04 07:23:44,118936,11367
2016-09-04 07:24:16,118944,11368
2016-09-04 07:24:49,118954,11368
2016-09-04 07:25:20,118964,11368
2016-09-04 07:25:51,118972,11368
2016-09-04 07:26:23,118980,11368
2016-09-04 07:26:54,118990,11369
2016-09-04 07:27:26,118999,11371
2016-09-04 07:27:57,119011,11371
2016-09-04 07:28:28,119021,11371
2016-09-04 07:29:00,119028,11371
2016-09-04 07:29:31,119035,11371
2016-09-04 07:30:02,119039,11371
2016-09-04 07:30:33,119049,11371
2016-09-04 07:31:05,119054,11372
2016-09-04 07:31:36,119065,11372
2016-09-04 07:32:07,119077,11372
2016-09-04 07:32:39,119095,11373
2016-09-04 07:33:11,119117,11373
2016-09-04 07:33:42,119130,11373
2016-09-04 07:34:14,119139,11373
2016-09-04 07:34:45,119152,11374
2016-09-04 07:35:16,119159,11376
2016-09-04 07:35:49,119165,11376
2016-09-04 07:36:20,119176,11377
2016-09-04 07:36:51,119182,11377
2016-09-04 07:37:22,119189,11377
2016-09-04 07:37:54,119197,11378
2016-09-04 07:38:25,119205,11380
2016-09-04 07:38:56,119216,11380
2016-09-04 07:39:28,119228,11381
2016-09-04 07:39:59,119240,11382
2016-09-04 07:40:30,119246,11383
2016-09-04 07:41:01,119262,11383
2016-09-04 07:41:33,119268,11383
2016-09-04 07:42:04,119276,11383
2016-09-04 07:42:35,119282,11384
2016-09-04 07:43:06,119291,11384
2016-09-04 07:43:38,119309,11384
2016-09-04 07:44:09,119316,11384
2016-09-04 07:44:41,119325,11385
2016-09-04 07:45:12,119335,11386
2016-09-04 07:45:44,119347,11386
2016-09-04 07:47:05,119381,11387
2016-09-04 07:47:37,119394,11388
2016-09-04 07:48:08,119405,11388
2016-09-04 07:48:39,119413,11389
2016-09-04 07:49:11,119420,11389
2016-09-04 07:49:43,119433,11389
2016-09-04 07:50:14,119441,11389
2016-09-04 07:50:45,119450,11389
2016-09-04 07:51:16,119463,11389
2016-09-04 07:51:49,119471,11389
2016-09-04 07:52:20,119491,11389
2016-09-04 07:52:51,119507,11389
2016-09-04 07:53:22,119521,11389
2016-09-04 07:53:54,119534,11389
2016-09-04 07:54:25,119548,11391
2016-09-04 07:54:57,119563,11391
2016-09-04 07:55:28,119576,11392
2016-09-04 07:55:59,119590,11395
2016-09-04 07:56:31,119607,11395
2016-09-04 07:57:03,119616,11397
2016-09-04 07:57:35,119629,11397
2016-09-04 07:58:06,119646,11398
2016-09-04 07:58:38,119654,11398
2016-09-04 07:59:09,119670,11398
2016-09-04 07:59:41,119678,11398
2016-09-04 08:00:12,119694,11399
2016-09-04 08:00:43,119706,11399
2016-09-04 08:01:15,119719,11399
2016-09-04 08:01:46,119733,11399
2016-09-04 08:02:17,119746,11400
2016-09-04 08:02:49,119761,11400
2016-09-04 08:03:21,119782,11401
2016-09-04 08:03:52,119794,11401
2016-09-04 08:04:24,119807,11402
2016-09-04 08:04:55,119816,11402
2016-09-04 08:05:26,119829,11402
2016-09-04 08:05:58,119840,11402
2016-09-04 08:06:29,119853,11402
2016-09-04 08:07:51,119895,11403
2016-09-04 08:08:23,119908,11404
2016-09-04 08:08:54,119929,11405
2016-09-04 08:09:26,119940,11405
2016-09-04 08:09:58,119951,11405
2016-09-04 08:10:29,119966,11405
2016-09-04 08:11:01,119978,11405
2016-09-04 08:11:32,119985,11405
2016-09-04 08:12:04,119996,11405
2016-09-04 08:12:35,120014,11406
2016-09-04 08:13:06,120030,11407
2016-09-04 08:13:38,120052,11408
2016-09-04 08:14:10,120063,11409
2016-09-04 08:14:41,120081,11409
2016-09-04 08:15:13,120097,11411
2016-09-04 08:15:44,120107,11411
2016-09-04 08:16:15,120120,11411
2016-09-04 08:16:48,120135,11411
2016-09-04 08:17:20,120153,11412
2016-09-04 08:17:51,120164,11414
2016-09-04 08:18:23,120180,11414
2016-09-04 08:18:54,120196,11414
2016-09-04 08:19:25,120210,11416
2016-09-04 08:19:57,120224,11418
2016-09-04 08:20:28,120242,11418
2016-09-04 08:21:00,120257,11418
2016-09-04 08:21:31,120272,11418
2016-09-04 08:22:02,120289,11419
2016-09-04 08:22:34,120303,11422
2016-09-04 08:23:05,120322,11422
2016-09-04 08:23:37,120337,11423
2016-09-04 08:24:08,120350,11423
2016-09-04 08:24:40,120370,11423
2016-09-04 08:25:11,120388,11423
2016-09-04 08:25:42,120405,11423
2016-09-04 08:26:14,120425,11423
2016-09-04 08:26:45,120444,11423
2016-09-04 08:27:16,120458,11423
2016-09-04 08:28:38,120506,11423
2016-09-04 08:29:09,120526,11424
2016-09-04 08:29:41,120544,11426
2016-09-04 08:30:12,120552,11426
2016-09-04 08:30:43,120568,11426
2016-09-04 08:31:15,120586,11427
2016-09-04 08:31:46,120603,11427
2016-09-04 08:32:17,120619,11428
2016-09-04 08:32:49,120640,11428
2016-09-04 08:33:20,120658,11428
2016-09-04 08:33:51,120669,11428
2016-09-04 08:34:23,120687,11429
2016-09-04 08:34:56,120705,11429
2016-09-04 08:35:27,120732,11431
2016-09-04 08:35:59,120748,11434
2016-09-04 08:36:30,120768,11434
2016-09-04 08:37:01,120787,11436
2016-09-04 08:37:34,120820,11440
2016-09-04 08:38:06,120833,11440
2016-09-04 08:38:37,120852,11440
2016-09-04 08:39:09,120868,11440
2016-09-04 08:39:40,120884,11440
2016-09-04 08:40:11,120896,11442
2016-09-04 08:40:43,120911,11443
2016-09-04 08:41:14,120937,11443
2016-09-04 08:41:46,120953,11444
2016-09-04 08:42:17,120967,11445
2016-09-04 08:42:49,120984,11445
2016-09-04 08:43:20,121002,11446
2016-09-04 08:43:52,121022,11447
2016-09-04 08:44:23,121040,11447
2016-09-04 08:45:01,121057,11450
2016-09-04 08:45:34,121078,11451
2016-09-04 08:46:06,121101,11451
2016-09-04 08:46:37,121117,11451
2016-09-04 08:47:09,121135,11452
2016-09-04 08:47:41,121155,11454
2016-09-04 08:49:03,121215,11455
2016-09-04 08:49:35,121237,11455
2016-09-04 08:50:06,121256,11458
2016-09-04 08:50:37,121276,11458
2016-09-04 08:51:09,121300,11459
2016-09-04 08:51:40,121319,11459
2016-09-04 08:52:12,121337,11459
2016-09-04 08:52:43,121360,11461
2016-09-04 08:53:15,121379,11461
2016-09-04 08:53:46,121399,11461
2016-09-04 08:54:17,121424,11462
2016-09-04 08:54:49,121441,11462
2016-09-04 08:55:20,121463,11462
2016-09-04 08:55:52,121480,11462
2016-09-04 08:56:24,121495,11462
2016-09-04 08:56:56,121513,11463
2016-09-04 08:57:28,121533,11466
2016-09-04 08:57:59,121571,11467
2016-09-04 08:58:31,121591,11468
2016-09-04 08:59:02,121610,11469
2016-09-04 08:59:33,121633,11470
2016-09-04 09:00:05,121654,11471
2016-09-04 09:00:36,121674,11473
2016-09-04 09:01:08,121701,11473
2016-09-04 09:01:39,121715,11473
2016-09-04 09:02:10,121737,11475
2016-09-04 09:02:42,121747,11478
2016-09-04 09:03:13,121762,11479
2016-09-04 09:03:45,121778,11479
2016-09-04 09:04:16,121804,11481
2016-09-04 09:04:47,121830,11482
2016-09-04 09:05:18,121852,11482
2016-09-04 09:05:50,121867,11483
2016-09-04 09:06:21,121885,11484
2016-09-04 09:06:52,121906,11484
2016-09-04 09:07:24,121932,11485
2016-09-04 09:07:55,121945,11486
2016-09-04 09:08:27,121966,11486
2016-09-04 09:08:58,121987,11487
2016-09-04 09:10:20,122062,11490
2016-09-04 09:10:51,122087,11490
2016-09-04 09:11:23,122102,11493
2016-09-04 09:11:54,122124,11494
2016-09-04 09:12:26,122143,11494
2016-09-04 09:12:58,122163,11494
2016-09-04 09:13:29,122183,11494
2016-09-04 09:14:01,122212,11494
2016-09-04 09:14:32,122238,11495
2016-09-04 09:15:03,122259,11498
2016-09-04 09:15:35,122286,11498
2016-09-04 09:16:06,122312,11498
2016-09-04 09:16:37,122336,11499
2016-09-04 09:17:09,122360,11499
2016-09-04 09:17:40,122377,11500
2016-09-04 09:18:11,122399,11501
2016-09-04 09:18:43,122419,11502
2016-09-04 09:19:15,122435,11504
2016-09-04 09:19:46,122461,11506
2016-09-04 09:20:18,122482,11507
2016-09-04 09:20:49,122500,11509
2016-09-04 09:21:21,122518,11509
2016-09-04 09:21:52,122529,11511
2016-09-04 09:22:24,122550,11512
2016-09-04 09:22:55,122568,11512
2016-09-04 09:23:27,122601,11513
2016-09-04 09:23:58,122621,11514
2016-09-04 09:24:29,122637,11515
2016-09-04 09:25:01,122660,11515
2016-09-04 09:25:33,122682,11516
2016-09-04 09:26:04,122703,11517
2016-09-04 09:26:36,122724,11517
2016-09-04 09:27:07,122749,11518
2016-09-04 09:27:38,122767,11519
2016-09-04 09:28:10,122789,11519
2016-09-04 09:28:41,122811,11519
2016-09-04 09:29:13,122833,11520
2016-09-04 09:29:44,122846,11521
2016-09-04 09:31:06,122925,11523
2016-09-04 09:31:38,122942,11523
2016-09-04 09:32:09,122967,11523
2016-09-04 09:32:40,122989,11523
2016-09-04 09:33:12,123007,11523
2016-09-04 09:33:43,123021,11524
2016-09-04 09:34:15,123038,11525
2016-09-04 09:34:47,123062,11526
2016-09-04 09:35:18,123088,11526
2016-09-04 09:35:50,123111,11527
2016-09-04 09:36:22,123133,11527
2016-09-04 09:36:53,123157,11527
2016-09-04 09:37:25,123177,11528
2016-09-04 09:37:57,123200,11529
2016-09-04 09:38:28,123234,11530
2016-09-04 09:39:00,123256,11532
2016-09-04 09:39:31,123283,11534
2016-09-04 09:40:03,123299,11535
2016-09-04 09:40:34,123329,11536
2016-09-04 09:41:06,123353,11538
2016-09-04 09:41:37,123380,11538
2016-09-04 09:42:09,123396,11538
2016-09-04 09:42:40,123413,11540
2016-09-04 09:43:11,123427,11542
2016-09-04 09:43:43,123454,11543
2016-09-04 09:44:14,123476,11543
2016-09-04 09:44:45,123496,11543
2016-09-04 09:45:16,123513,11543
2016-09-04 09:45:53,123568,11544
2016-09-04 09:46:24,123593,11544
2016-09-04 09:46:55,123611,11544
2016-09-04 09:47:26,123635,11544
2016-09-04 09:47:58,123658,11544
2016-09-04 09:48:30,123677,11546
2016-09-04 09:49:01,123708,11546
2016-09-04 09:49:32,123727,11546
2016-09-04 09:50:04,123752,11546
2016-09-04 09:51:25,123784,11546
2016-09-04 09:51:57,123805,11546
2016-09-04 09:52:28,123827,11547
2016-09-04 09:52:59,123846,11548
2016-09-04 09:53:31,123900,11549
2016-09-04 09:54:02,123928,11549
2016-09-04 09:54:33,123949,11549
2016-09-04 09:55:05,123972,11550
2016-09-04 09:55:37,124008,11550
2016-09-04 09:56:08,124032,11551
2016-09-04 09:56:40,124050,11551
2016-09-04 09:57:11,124075,11551
2016-09-04 09:57:42,124092,11552
2016-09-04 09:58:14,124108,11553
2016-09-04 09:58:45,124125,11553
2016-09-04 09:59:16,124145,11553
2016-09-04 09:59:49,124165,11554
2016-09-04 10:00:20,124177,11555
2016-09-04 10:00:53,124205,11555
2016-09-04 10:01:24,124233,11556
2016-09-04 10:01:55,124255,11558
2016-09-04 10:02:26,124282,11558
2016-09-04 10:02:58,124307,11558
2016-09-04 10:03:29,124335,11560
2016-09-04 10:04:01,124360,11560
2016-09-04 10:04:32,124392,11560
2016-09-04 10:05:03,124419,11562
2016-09-04 10:05:35,124441,11563
2016-09-04 10:06:06,124462,11564
2016-09-04 10:06:37,124481,11565
2016-09-04 10:07:09,124499,11567
2016-09-04 10:07:40,124517,11567
2016-09-04 10:08:11,124537,11568
2016-09-04 10:08:42,124564,11568
2016-09-04 10:09:14,124583,11568
2016-09-04 10:09:45,124608,11569
2016-09-04 10:10:16,124632,11569
2016-09-04 10:10:47,124663,11569
2016-09-04 10:12:14,124734,11572
2016-09-04 10:12:45,124769,11572
2016-09-04 10:13:17,124797,11572
2016-09-04 10:13:48,124824,11572
2016-09-04 10:14:19,124845,11573
2016-09-04 10:14:51,124860,11573
2016-09-04 10:15:22,124881,11574
2016-09-04 10:15:54,124906,11574
2016-09-04 10:16:25,124929,11575
2016-09-04 10:16:56,124942,11576
2016-09-04 10:17:28,124962,11576
2016-09-04 10:18:00,124985,11576
2016-09-04 10:18:31,125003,11576
2016-09-04 10:19:02,125028,11578
2016-09-04 10:19:34,125053,11578
2016-09-04 10:20:05,125085,11578
2016-09-04 10:20:36,125110,11578
2016-09-04 10:21:08,125164,11580
2016-09-04 10:21:40,125184,11582
2016-09-04 10:22:11,125213,11582
2016-09-04 10:22:42,125229,11582
2016-09-04 10:23:14,125259,11583
2016-09-04 10:23:45,125288,11585
2016-09-04 10:24:16,125321,11585
2016-09-04 10:24:48,125345,11586
2016-09-04 10:25:20,125365,11586
2016-09-04 10:25:51,125381,11588
2016-09-04 10:26:23,125401,11588
2016-09-04 10:26:54,125435,11590
2016-09-04 10:27:26,125454,11590
2016-09-04 10:27:57,125481,11590
2016-09-04 10:28:29,125503,11591
2016-09-04 10:29:01,125522,11591
2016-09-04 10:29:33,125546,11591
2016-09-04 10:30:04,125569,11594
2016-09-04 10:30:36,125602,11594
2016-09-04 10:31:07,125631,11596
2016-09-04 10:31:39,125652,11596
2016-09-04 10:33:10,125746,11599
2016-09-04 10:33:41,125766,11601
2016-09-04 10:34:12,125797,11601
2016-09-04 10:34:43,125829,11603
2016-09-04 10:35:15,125852,11605
2016-09-04 10:35:46,125882,11607
2016-09-04 10:36:19,125915,11610
2016-09-04 10:36:50,125946,11611
2016-09-04 10:37:22,125988,11613
2016-09-04 10:37:54,126018,11613
2016-09-04 10:38:26,126045,11617
2016-09-04 10:38:57,126067,11617
2016-09-04 10:39:28,126094,11617
2016-09-04 10:40:00,126121,11618
2016-09-04 10:40:32,126140,11619
2016-09-04 10:41:04,126159,11619
2016-09-04 10:41:35,126185,11621
2016-09-04 10:42:06,126208,11621
2016-09-04 10:42:38,126235,11623
2016-09-04 10:43:10,126265,11623
2016-09-04 10:43:42,126285,11623
2016-09-04 10:44:13,126306,11627
